put_time [ms],get_time [ms],delete_time [ms],
0.014,0.024,0.025,
0.017,0.031,0.031,
0.015,0.024,0.026,
0.021,0.030,0.032,
0.015,0.023,0.027,
0.014,0.028,0.029,
0.014,0.023,0.027,
0.017,0.030,0.027,
0.017,0.031,0.028,
0.014,0.025,0.026,
