put_time [ms],get_time [ms],delete_time [ms],
0.877,1.885,1.777,
0.889,1.983,1.890,
0.876,1.990,1.767,
0.874,1.920,1.754,
0.877,1.929,1.772,
0.869,1.971,1.751,
0.897,1.918,1.789,
0.866,1.952,1.750,
0.877,1.964,1.798,
0.887,2.023,1.826,
