put_time [ms],get_time [ms],delete_time [ms],
0.032,0.051,0.054,
0.028,0.051,0.053,
0.027,0.051,0.053,
0.027,0.051,0.052,
0.028,0.050,0.054,
0.027,0.049,0.053,
0.027,0.051,0.052,
0.028,0.051,0.053,
0.030,0.051,0.055,
0.029,0.054,0.055,
