put_time [ms],get_time [ms],delete_time [ms],
0.000,0.003,0.038,
0.000,0.003,0.038,
0.000,0.004,0.042,
0.000,0.003,0.033,
0.000,0.003,0.035,
0.000,0.003,0.032,
0.000,0.003,0.032,
0.000,0.004,0.046,
0.000,0.003,0.032,
0.000,0.003,0.032,
