put_time [ms],get_time [ms],delete_time [ms],
0.202,4.767,38.420,
0.207,4.674,38.780,
0.200,4.569,38.144,
0.197,4.492,36.981,
0.194,4.291,36.826,
0.196,4.351,37.323,
0.201,4.469,37.479,
0.200,4.558,39.460,
0.200,4.405,37.717,
0.201,4.489,39.436,
