put_time [ms],get_time [ms],delete_time [ms],
0.048,1.034,9.000,
0.048,1.041,9.376,
0.048,1.045,9.543,
0.048,1.033,8.723,
0.049,1.040,8.998,
0.049,1.035,8.942,
0.048,1.031,8.898,
0.049,1.046,9.315,
0.048,1.020,9.853,
0.050,1.049,9.402,
