size,mean,variance,
1024,0.110300,0.000003,
128,0.012800,0.000003,
16384,2.123750,0.002921,
16,0.001050,0.000000,
2048,0.228450,0.000009,
256,0.025750,0.000001,
2,0.000200,0.000000,
32768,4.453600,0.010269,
32,0.003100,0.000000,
4096,0.481350,0.000039,
4,0.000100,0.000000,
512,0.054500,0.000001,
64,0.006150,0.000000,
8192,1.004700,0.000322,
8,0.000900,0.000000,
