size,mean,variance,
1024,1.904750,0.000628,
128,0.238750,0.000833,
16384,32.001550,0.133744,
16,0.030550,0.000005,
1,0.002850,0.000001,
2048,3.824550,0.000606,
256,0.469050,0.000025,
2,0.004700,0.000002,
32768,65.047350,0.311875,
32,0.058650,0.000005,
4096,7.744600,0.006098,
4,0.007950,0.000003,
512,0.948200,0.000062,
64,0.117000,0.000009,
8192,15.553450,0.031956,
8,0.014900,0.000003,
