size,mean,variance,
1024,1.083300,0.000322,
128,0.144600,0.000538,
16384,18.054700,0.198079,
16,0.016400,0.000002,
1,0.001600,0.000000,
2048,2.174400,0.001389,
256,0.267400,0.000026,
2,0.002200,0.000000,
32768,38.056600,0.910410,
32,0.036000,0.000024,
4096,4.378200,0.002606,
4,0.005000,0.000002,
512,0.548700,0.000871,
64,0.067700,0.000003,
8192,8.890400,0.006752,
8,0.010400,0.000010,
