size,mean,variance,
1024,0.006000,0.000000,
128,0.000100,0.000000,
16384,0.097700,0.000006,
2048,0.011400,0.000000,
256,0.001000,0.000000,
32768,0.199800,0.000013,
4096,0.023700,0.000000,
512,0.003000,0.000000,
8192,0.047700,0.000001,
