size,mean,variance,
1024,0.005100,0.000000,
128,0.000100,0.000000,
16384,0.088000,0.000002,
2048,0.010900,0.000000,
256,0.001000,0.000000,
32768,0.178700,0.000006,
4096,0.021900,0.000000,
512,0.002200,0.000000,
8192,0.044000,0.000000,
