size,mean,variance,
1024,0.111400,0.000015,
128,0.013100,0.000004,
16384,2.067300,0.001134,
16,0.001100,0.000000,
1,0.000100,0.000000,
2048,0.235700,0.000069,
256,0.025700,0.000003,
32768,4.286600,0.005970,
32,0.002700,0.000000,
4096,0.475900,0.000078,
4,0.000100,0.000000,
512,0.053400,0.000002,
64,0.006000,0.000001,
8192,0.996100,0.001852,
8,0.000300,0.000000,
