size,mean,variance,
1024,1.083200,0.000830,
128,0.137500,0.000348,
16384,17.733200,0.058430,
16,0.017900,0.000016,
1,0.001800,0.000002,
2048,2.218700,0.013858,
256,0.270100,0.000067,
2,0.002600,0.000001,
32768,36.040800,0.371128,
32,0.035400,0.000118,
4096,4.400900,0.014239,
4,0.004400,0.000002,
512,0.544500,0.000273,
64,0.070400,0.000119,
8192,8.861200,0.030512,
8,0.008000,0.000000,
