put_time [ms],get_time [ms],delete_time [ms],
0.774,0.883,1.518,
0.782,0.858,1.532,
0.790,0.861,1.552,
0.787,0.869,1.528,
0.784,0.884,1.527,
0.779,0.854,1.521,
0.777,0.907,1.514,
0.794,0.907,1.550,
0.782,0.943,1.546,
0.786,0.866,1.532,
0.792,0.884,1.540,
0.784,0.889,1.552,
0.780,0.886,1.537,
0.789,0.886,1.550,
0.784,0.890,1.548,
0.788,0.898,1.533,
0.782,0.879,1.551,
0.781,0.858,1.504,
0.801,0.915,1.543,
0.770,0.907,1.529,
