put_time [ms],get_time [ms],delete_time [ms],
0.222,0.212,0.376,
0.232,0.209,0.381,
0.227,0.204,0.379,
0.231,0.208,0.378,
0.226,0.203,0.378,
0.221,0.207,0.388,
0.215,0.205,0.380,
0.229,0.201,0.377,
0.224,0.209,0.387,
0.194,0.202,0.374,
0.193,0.217,0.374,
0.195,0.214,0.380,
0.193,0.225,0.370,
0.194,0.205,0.383,
0.193,0.214,0.380,
0.213,0.215,0.392,
0.231,0.208,0.389,
0.209,0.206,0.382,
0.218,0.209,0.382,
0.202,0.206,0.374,
