put_time [ms],get_time [ms],delete_time [ms],
0.104,0.111,0.202,
0.129,0.119,0.190,
0.095,0.100,0.188,
0.095,0.098,0.188,
0.096,0.096,0.185,
0.097,0.098,0.190,
0.096,0.099,0.193,
0.097,0.104,0.189,
0.095,0.098,0.190,
0.096,0.097,0.190,
0.097,0.104,0.192,
0.096,0.106,0.193,
0.096,0.100,0.190,
0.099,0.105,0.197,
0.098,0.102,0.196,
0.098,0.111,0.193,
0.097,0.101,0.192,
0.096,0.100,0.192,
0.096,0.108,0.193,
0.096,0.099,0.189,
