put_time [ms],get_time [ms],delete_time [ms],
0.030,0.052,0.054,
0.028,0.053,0.055,
0.028,0.052,0.052,
0.028,0.054,0.053,
0.028,0.056,0.052,
0.029,0.053,0.055,
0.028,0.054,0.053,
0.030,0.056,0.060,
0.028,0.054,0.053,
0.028,0.050,0.052,
