put_time [ms],get_time [ms],delete_time [ms],
0.934,1.980,1.724,
0.896,2.077,1.795,
0.934,2.118,1.788,
0.923,2.117,1.813,
0.918,2.036,1.807,
0.892,1.953,1.742,
0.892,1.954,1.751,
0.879,1.941,1.709,
0.901,2.099,1.809,
0.909,2.038,1.814,
