put_time [ms],get_time [ms],delete_time [ms],
0.058,0.118,0.104,
0.057,0.111,0.108,
0.056,0.110,0.105,
0.056,0.116,0.110,
0.056,0.111,0.107,
0.058,0.115,0.107,
0.055,0.114,0.107,
0.056,0.112,0.108,
0.055,0.113,0.107,
0.056,0.109,0.105,
