put_time [ms],get_time [ms],delete_time [ms],
1.711,2.342,3.211,
1.753,2.384,3.196,
1.687,2.260,3.245,
1.702,2.398,3.148,
1.681,2.355,3.143,
1.718,2.335,3.199,
1.682,2.362,3.150,
1.694,2.565,3.204,
1.695,2.385,3.178,
1.699,2.375,3.185,
1.713,2.413,3.153,
1.724,2.460,3.185,
1.696,2.559,3.140,
1.705,2.368,3.185,
1.704,2.432,3.177,
1.714,2.315,3.160,
1.695,2.289,3.137,
1.679,2.334,3.137,
1.699,2.398,3.160,
1.697,2.294,3.139,
