put_time [ms],get_time [ms],delete_time [ms],
0.206,0.256,0.393,
0.204,0.277,0.378,
0.205,0.262,0.379,
0.203,0.260,0.376,
0.204,0.257,0.380,
0.204,0.264,0.382,
0.204,0.264,0.380,
0.206,0.260,0.377,
0.202,0.257,0.374,
0.210,0.256,0.378,
0.204,0.257,0.379,
0.206,0.303,0.381,
0.205,0.265,0.381,
0.205,0.281,0.380,
0.207,0.281,0.386,
0.204,0.271,0.379,
0.208,0.265,0.383,
0.203,0.255,0.384,
0.207,0.270,0.385,
0.206,0.272,0.381,
