put_time [ms],get_time [ms],delete_time [ms],
0.010,0.005,0.015,
0.009,0.005,0.014,
0.009,0.005,0.010,
0.010,0.005,0.018,
0.012,0.006,0.018,
0.011,0.005,0.020,
0.012,0.006,0.022,
0.012,0.007,0.020,
0.012,0.006,0.015,
0.012,0.006,0.010,
