put_time [ms],get_time [ms],delete_time [ms],
0.015,0.013,0.025,
0.014,0.012,0.032,
0.014,0.014,0.027,
0.015,0.012,0.030,
0.014,0.012,0.036,
0.018,0.012,0.033,
0.016,0.011,0.023,
0.014,0.012,0.028,
0.015,0.012,0.028,
0.018,0.012,0.029,
