size,mean,variance,
1024,1.895800,0.000247,
128,0.254550,0.004447,
16384,32.885050,0.297999,
16,0.027550,0.000000,
1,0.002700,0.000001,
2048,3.765600,0.000509,
256,0.574250,0.006420,
2,0.004600,0.000001,
32768,62.746650,0.393317,
32,0.055950,0.000001,
4096,7.602700,0.003527,
4,0.009700,0.000011,
512,0.944200,0.000164,
64,0.201750,0.003637,
8192,15.336950,0.017151,
8,0.015350,0.000016,
