size,mean,variance,
1024,0.009400,0.000000,
128,0.001100,0.000000,
16384,0.166900,0.000004,
2048,0.019050,0.000000,
256,0.003150,0.000001,
32768,0.316200,0.000003,
4096,0.038650,0.000000,
512,0.004850,0.000000,
64,0.000700,0.000000,
8192,0.077850,0.000001,
