size,mean,variance,
1024,1.564800,0.011200,
128,0.159750,0.003402,
16384,16.254250,0.073762,
16,0.020150,0.000000,
1,0.006700,0.000001,
2048,2.553200,0.020726,
256,0.418700,0.014225,
2,0.009350,0.000005,
32768,32.291600,0.091768,
32,0.039750,0.000107,
4096,4.449500,0.021711,
4,0.011000,0.000007,
512,0.873850,0.022370,
64,0.069100,0.000161,
8192,8.419400,0.022565,
8,0.013050,0.000001,
