size,mean,variance,
1024,0.963450,0.000533,
128,0.105150,0.000015,
16384,18.347900,0.294156,
16,0.009850,0.000001,
2048,2.031450,0.003520,
256,0.218350,0.000012,
2,0.001100,0.000000,
32768,38.254450,0.471326,
32,0.022300,0.000002,
4096,4.295150,0.016382,
4,0.002450,0.000001,
512,0.465350,0.000131,
64,0.047950,0.000003,
8192,8.785800,0.038451,
8,0.004100,0.000000,
