put_time [ms],get_time [ms],delete_time [ms],
0.000,0.012,0.136,
0.000,0.011,0.134,
0.000,0.011,0.129,
0.000,0.010,0.132,
0.000,0.012,0.130,
0.000,0.012,0.130,
0.000,0.011,0.128,
0.000,0.012,0.131,
0.000,0.012,0.136,
0.000,0.012,0.133,
