put_time [ms],get_time [ms],delete_time [ms],
0.042,0.458,7.778,
0.042,0.462,7.811,
0.041,0.465,7.740,
0.041,0.473,7.668,
0.041,0.471,7.884,
0.041,0.462,7.810,
0.041,0.462,7.661,
0.043,0.495,8.128,
0.041,0.460,7.783,
0.040,0.458,7.612,
0.041,0.502,7.747,
0.041,0.489,7.704,
0.041,0.475,7.789,
0.041,0.466,7.726,
0.041,0.462,7.811,
0.042,0.475,7.688,
0.041,0.475,7.717,
0.041,0.470,7.854,
0.041,0.471,7.748,
0.041,0.465,7.723,
