put_time [ms],get_time [ms],delete_time [ms],
0.011,0.005,0.015,
0.011,0.005,0.015,
0.011,0.005,0.015,
0.012,0.005,0.019,
0.011,0.005,0.017,
0.012,0.005,0.016,
0.011,0.004,0.015,
0.012,0.005,0.015,
0.012,0.005,0.020,
0.011,0.005,0.017,
0.019,0.006,0.019,
0.011,0.005,0.015,
0.011,0.005,0.015,
0.011,0.005,0.018,
0.011,0.005,0.018,
0.011,0.005,0.015,
0.011,0.005,0.015,
0.011,0.005,0.015,
0.026,0.007,0.025,
0.011,0.005,0.018,
