put_time [ms],get_time [ms],delete_time [ms],
1.037,0.953,1.913,
1.015,0.964,1.886,
1.135,0.969,1.910,
1.150,0.966,1.915,
1.046,0.975,1.910,
1.177,0.953,1.919,
1.055,0.973,1.893,
1.063,0.956,1.906,
1.193,0.956,1.889,
1.051,0.983,1.936,
1.116,0.992,1.916,
1.167,0.967,1.919,
1.041,0.993,1.952,
1.206,0.964,1.869,
1.050,0.957,1.909,
1.043,0.973,1.893,
1.044,0.952,1.870,
1.169,0.950,1.903,
1.029,0.928,1.894,
1.133,0.948,1.883,
