size,mean,variance,
1024,0.110100,0.000007,
128,0.013500,0.000005,
16384,2.059000,0.001780,
16,0.001000,0.000000,
2048,0.226900,0.000035,
256,0.025600,0.000002,
32768,4.337300,0.012724,
32,0.002900,0.000000,
4096,0.480800,0.000072,
4,0.000100,0.000000,
512,0.052700,0.000003,
64,0.006400,0.000002,
8192,0.980100,0.000384,
8,0.000800,0.000000,
