size,mean,variance,
1024,0.108600,0.000002,
128,0.013600,0.000001,
16384,1.853100,0.002277,
16,0.001100,0.000000,
2048,0.218400,0.000062,
256,0.026800,0.000001,
32768,3.769600,0.011667,
32,0.003000,0.000000,
4096,0.444000,0.000088,
512,0.053600,0.000002,
64,0.006300,0.000000,
8192,0.896600,0.001770,
