size,mean,variance,
1024,0.059300,0.000001,
128,0.008000,0.000000,
16384,1.001500,0.000882,
16,0.001300,0.000000,
1,0.000100,0.000000,
2048,0.120400,0.000002,
256,0.016200,0.000001,
2,0.000200,0.000000,
32768,2.003400,0.001809,
32,0.002200,0.000000,
4096,0.243800,0.000010,
512,0.030500,0.000001,
64,0.004200,0.000000,
8192,0.492600,0.000100,
8,0.000900,0.000000,
