size,mean,variance,
1024,0.107200,0.000016,
128,0.012800,0.000000,
16384,1.882200,0.014688,
16,0.001300,0.000000,
2048,0.216800,0.000017,
256,0.026700,0.000001,
32768,3.803100,0.006027,
32,0.003000,0.000000,
4096,0.446300,0.000166,
512,0.054300,0.000008,
64,0.006200,0.000000,
8192,0.908000,0.001176,
8,0.000200,0.000000,
