size,mean,variance,
1024,0.057100,0.000021,
128,0.007000,0.000000,
16384,0.878900,0.000089,
16,0.001100,0.000000,
1,0.000100,0.000000,
2048,0.113700,0.000008,
256,0.015800,0.000005,
2,0.000300,0.000000,
32768,1.756500,0.000417,
32,0.002100,0.000000,
4096,0.224300,0.000010,
4,0.000400,0.000000,
512,0.028300,0.000003,
64,0.003600,0.000000,
8192,0.448600,0.000040,
8,0.000700,0.000000,
