size,mean,variance,
1024,0.108500,0.000006,
128,0.013300,0.000000,
16384,1.787400,0.001859,
16,0.001300,0.000000,
2048,0.223400,0.000029,
256,0.027800,0.000005,
2,0.000100,0.000000,
32768,3.591500,0.002474,
32,0.003000,0.000000,
4096,0.446200,0.000184,
512,0.053400,0.000001,
64,0.006300,0.000000,
8192,0.885300,0.000237,
8,0.000100,0.000000,
