size,mean,variance,
1024,0.105900,0.000013,
128,0.011800,0.000002,
16384,1.953500,0.001681,
16,0.001100,0.000000,
2048,0.222000,0.000008,
256,0.026900,0.000012,
2,0.000300,0.000001,
32768,4.037300,0.004749,
32,0.002700,0.000000,
4096,0.461200,0.000106,
4,0.000200,0.000000,
512,0.051000,0.000002,
64,0.005400,0.000000,
8192,0.955800,0.000735,
8,0.000600,0.000000,
