size,mean,variance,
1024,1.025050,0.000060,
128,0.155700,0.011138,
16384,16.687650,0.011161,
16,0.021000,0.000001,
1,0.007500,0.000007,
2048,2.028350,0.000231,
256,0.258350,0.000005,
2,0.007900,0.000005,
32768,33.979250,0.052050,
32,0.037750,0.000000,
4096,4.093500,0.001530,
4,0.009850,0.000012,
512,0.513550,0.000012,
64,0.069350,0.000001,
8192,8.251450,0.004533,
8,0.012150,0.000003,
