size,mean,variance,
1024,1.891400,0.000251,
128,0.231600,0.000006,
16384,31.380350,0.179673,
16,0.029050,0.000002,
1,0.003100,0.000001,
2048,3.767450,0.001414,
256,0.467150,0.000043,
2,0.004900,0.000003,
32768,64.057850,0.356857,
32,0.057600,0.000002,
4096,7.622000,0.006059,
4,0.008950,0.000014,
512,0.938750,0.000048,
64,0.116200,0.000012,
8192,15.346000,0.037828,
8,0.014750,0.000006,
