size,mean,variance,
1024,0.006000,0.000000,
128,0.000100,0.000000,
16384,0.098900,0.000002,
2048,0.011800,0.000000,
256,0.001000,0.000000,
32768,0.204900,0.000036,
4096,0.024000,0.000000,
512,0.003000,0.000000,
8192,0.048500,0.000001,
