put_time [ms],get_time [ms],delete_time [ms],
0.588,0.001,1.061,
0.590,0.001,1.073,
0.587,0.001,1.049,
0.591,0.001,1.050,
0.590,0.001,1.086,
0.594,0.001,1.067,
0.586,0.001,1.034,
0.586,0.001,1.066,
0.604,0.001,1.074,
0.596,0.001,1.062,
