put_time [ms],get_time [ms],delete_time [ms],
0.031,0.000,0.039,
0.024,0.000,0.031,
0.025,0.000,0.031,
0.027,0.000,0.031,
0.024,0.000,0.031,
0.026,0.000,0.031,
0.023,0.000,0.036,
0.022,0.000,0.034,
0.023,0.000,0.031,
0.022,0.000,0.032,
