size,mean,variance,
1024,1.092100,0.004411,
128,0.131900,0.000008,
16384,17.605700,0.036412,
16,0.020900,0.000126,
1,0.001600,0.000000,
2048,2.173400,0.003652,
256,0.284000,0.001439,
2,0.002500,0.000001,
32768,35.664600,0.297619,
32,0.033600,0.000002,
4096,4.330000,0.006722,
4,0.004400,0.000002,
512,0.547700,0.000766,
64,0.068500,0.000040,
8192,8.665000,0.003753,
8,0.008500,0.000002,
