size,mean,variance,
1024,0.105800,0.000014,
128,0.011500,0.000001,
16384,1.981300,0.002820,
16,0.001000,0.000000,
2048,0.218200,0.000032,
256,0.025300,0.000007,
32768,4.070600,0.016049,
32,0.002500,0.000000,
4096,0.450500,0.000135,
512,0.050600,0.000001,
64,0.006100,0.000001,
8192,0.951200,0.000403,
8,0.000700,0.000000,
