put_time [ms],get_time [ms],delete_time [ms],
0.104,0.121,0.194,
0.102,0.125,0.186,
0.101,0.127,0.186,
0.102,0.131,0.188,
0.101,0.129,0.187,
0.101,0.129,0.188,
0.102,0.125,0.189,
0.102,0.118,0.185,
0.103,0.125,0.189,
0.102,0.136,0.186,
0.101,0.124,0.186,
0.101,0.121,0.186,
0.101,0.122,0.190,
0.102,0.121,0.187,
0.102,0.122,0.188,
0.101,0.124,0.187,
0.103,0.126,0.187,
0.101,0.121,0.186,
0.102,0.120,0.188,
0.101,0.130,0.189,
