size,mean,variance,
1024,0.998550,0.000248,
128,0.131600,0.000075,
16384,16.654900,0.016270,
16,0.021600,0.000043,
1,0.007150,0.000006,
2048,1.949650,0.000315,
256,0.335200,0.004889,
2,0.008800,0.000003,
32768,31.632500,0.023697,
32,0.070850,0.000102,
4096,3.913100,0.001091,
4,0.010750,0.000007,
512,0.537900,0.002887,
64,0.097150,0.001665,
8192,7.821100,0.003354,
8,0.012200,0.000010,
