size,mean,variance,
1024,1.914650,0.000765,
128,0.254550,0.002509,
16384,32.861550,0.066828,
16,0.032050,0.000096,
1,0.002600,0.000001,
2048,3.787500,0.000572,
256,0.551800,0.003618,
2,0.005700,0.000003,
32768,62.873500,0.143987,
32,0.117100,0.000302,
4096,7.627100,0.002893,
4,0.009450,0.000007,
512,0.955100,0.000458,
64,0.167500,0.004874,
8192,15.346050,0.015435,
8,0.015350,0.000018,
