put_time [ms],get_time [ms],delete_time [ms],
0.006,0.000,0.004,
0.010,0.000,0.007,
0.009,0.000,0.006,
0.008,0.000,0.004,
0.010,0.000,0.007,
0.007,0.000,0.004,
0.009,0.000,0.006,
0.006,0.000,0.004,
0.007,0.000,0.004,
0.007,0.000,0.004,
0.010,0.000,0.006,
0.010,0.000,0.009,
0.010,0.000,0.007,
0.010,0.000,0.006,
0.011,0.000,0.010,
0.011,0.000,0.004,
0.006,0.000,0.004,
0.011,0.000,0.007,
0.011,0.000,0.007,
0.007,0.000,0.004,
