put_time [ms],get_time [ms],delete_time [ms],
0.019,0.000,0.028,
0.018,0.000,0.028,
0.019,0.000,0.029,
0.035,0.000,0.056,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.040,0.000,0.057,
0.035,0.000,0.051,
0.020,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.018,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
0.019,0.000,0.028,
