put_time [ms],get_time [ms],delete_time [ms],
1.936,0.002,3.776,
1.916,0.002,3.721,
1.956,0.002,3.767,
1.936,0.002,3.813,
1.944,0.002,3.777,
1.924,0.002,3.804,
1.982,0.001,3.806,
1.966,0.002,3.784,
1.944,0.002,3.832,
1.962,0.002,3.776,
1.939,0.002,3.778,
1.951,0.002,3.814,
1.941,0.002,3.772,
1.981,0.002,3.775,
1.945,0.002,3.817,
1.978,0.002,3.803,
1.943,0.002,3.786,
1.960,0.002,3.786,
1.949,0.002,3.778,
1.940,0.002,3.785,
