put_time [ms],get_time [ms],delete_time [ms],
0.004,0.048,0.943,
0.004,0.049,0.933,
0.005,0.048,0.943,
0.005,0.050,0.936,
0.005,0.050,0.946,
0.005,0.047,0.932,
0.005,0.048,0.937,
0.004,0.046,0.921,
0.005,0.049,0.931,
0.005,0.050,0.951,
0.005,0.046,0.935,
0.005,0.047,0.957,
0.005,0.047,0.943,
0.005,0.049,0.944,
0.005,0.049,0.952,
0.005,0.047,0.948,
0.005,0.048,0.980,
0.005,0.048,0.959,
0.005,0.052,0.954,
0.005,0.048,0.939,
