put_time [ms],get_time [ms],delete_time [ms],
0.456,0.994,0.877,
0.449,0.992,0.898,
0.445,0.983,0.877,
0.448,0.969,0.889,
0.443,0.961,0.878,
0.454,0.985,0.881,
0.450,0.990,0.877,
0.463,1.190,0.897,
0.444,1.007,0.873,
0.448,1.059,0.875,
