put_time [ms],get_time [ms],delete_time [ms],
0.069,0.000,0.114,
0.069,0.000,0.114,
0.069,0.000,0.121,
0.068,0.000,0.114,
0.068,0.000,0.115,
0.069,0.000,0.116,
0.070,0.000,0.128,
0.070,0.000,0.115,
0.070,0.000,0.114,
0.070,0.000,0.115,
0.070,0.000,0.115,
0.068,0.000,0.115,
0.069,0.000,0.115,
0.069,0.000,0.117,
0.069,0.000,0.116,
0.069,0.000,0.114,
0.072,0.000,0.121,
0.070,0.000,0.114,
0.069,0.000,0.116,
0.070,0.000,0.115,
