put_time [ms],get_time [ms],delete_time [ms],
0.003,0.053,0.538,
0.003,0.062,0.628,
0.003,0.055,0.536,
0.003,0.058,0.562,
0.003,0.054,0.541,
0.003,0.051,0.537,
0.003,0.057,0.529,
0.003,0.054,0.536,
0.003,0.057,0.550,
0.003,0.053,0.530,
