put_time [ms],get_time [ms],delete_time [ms],
0.001,0.027,0.260,
0.001,0.025,0.272,
0.001,0.022,0.279,
0.001,0.024,0.261,
0.001,0.025,0.274,
0.001,0.027,0.384,
0.001,0.026,0.256,
0.001,0.023,0.278,
0.001,0.023,0.269,
0.001,0.031,0.307,
