put_time [ms],get_time [ms],delete_time [ms],
0.000,0.006,0.064,
0.000,0.005,0.065,
0.000,0.006,0.063,
0.000,0.005,0.075,
0.000,0.007,0.072,
0.000,0.006,0.067,
0.000,0.008,0.065,
0.000,0.005,0.067,
0.000,0.007,0.083,
0.000,0.006,0.064,
