put_time [ms],get_time [ms],delete_time [ms],
0.243,0.214,0.480,
0.245,0.209,0.475,
0.246,0.221,0.468,
0.246,0.214,0.469,
0.502,0.222,0.477,
0.529,0.220,0.471,
0.449,0.220,0.474,
0.527,0.218,0.474,
0.498,0.222,0.473,
0.453,0.215,0.478,
0.512,0.221,0.475,
0.251,0.215,0.473,
0.528,0.217,0.487,
0.461,0.222,0.477,
0.459,0.220,0.477,
0.535,0.221,0.480,
0.473,0.220,0.476,
0.465,0.221,0.469,
0.242,0.216,0.474,
0.510,0.219,0.476,
