put_time [ms],get_time [ms],delete_time [ms],
1.977,5.076,3.700,
2.037,5.267,3.826,
1.971,5.032,3.818,
2.023,5.644,3.792,
1.986,5.118,3.739,
2.050,5.313,3.857,
1.976,4.902,3.813,
2.085,4.931,3.798,
1.957,4.968,3.971,
1.972,5.217,3.717,
