put_time [ms],get_time [ms],delete_time [ms],
0.121,0.322,0.215,
0.119,0.262,0.215,
0.121,0.278,0.219,
0.119,0.270,0.212,
0.121,0.265,0.218,
0.119,0.262,0.213,
0.122,0.284,0.226,
0.120,0.268,0.218,
0.123,0.285,0.219,
0.119,0.270,0.213,
