put_time [ms],get_time [ms],delete_time [ms],
0.008,0.014,0.013,
0.008,0.015,0.013,
0.008,0.015,0.013,
0.008,0.014,0.013,
0.008,0.014,0.012,
0.007,0.014,0.013,
0.009,0.015,0.014,
0.008,0.015,0.012,
0.008,0.015,0.013,
0.008,0.015,0.012,
