put_time [ms],get_time [ms],delete_time [ms],
0.030,0.060,0.054,
0.031,0.060,0.055,
0.032,0.063,0.053,
0.030,0.062,0.053,
0.029,0.062,0.052,
0.031,0.066,0.053,
0.031,0.059,0.054,
0.031,0.065,0.054,
0.030,0.063,0.062,
0.030,0.065,0.053,
