put_time [ms],get_time [ms],delete_time [ms],
0.076,0.897,15.043,
0.077,0.939,15.323,
0.079,0.942,15.486,
0.080,0.916,15.360,
0.078,0.893,15.322,
0.078,0.920,15.353,
0.080,0.926,15.483,
0.078,0.904,15.229,
0.077,0.928,15.279,
0.078,0.900,15.449,
0.078,0.931,15.087,
0.079,0.911,15.252,
0.077,0.893,15.231,
0.078,0.904,15.300,
0.077,0.910,15.225,
0.078,0.880,15.538,
0.077,0.950,15.253,
0.079,0.910,15.235,
0.077,0.919,15.502,
0.079,0.901,15.351,
