size,mean,variance,
1024,0.591200,0.000031,
128,0.083100,0.000014,
16384,9.958600,0.100070,
16,0.022700,0.000017,
1,0.007000,0.000002,
2048,1.196200,0.000431,
256,0.155100,0.000011,
2,0.008600,0.000002,
32768,20.077100,0.134857,
32,0.031600,0.000008,
4096,2.407700,0.003101,
4,0.010400,0.000008,
512,0.304100,0.000051,
64,0.050300,0.000018,
8192,4.832500,0.010832,
8,0.014600,0.000013,
